tweet,label,tokens,filtered_tokens
masa gyae na wonyansasem wo fom,negative,"['masa', 'gyae', 'na', 'wonyansasem', 'wo', 'fom']","['masa', 'gyae', 'wonyansasem', 'fom']"
kwaku anokye ampem nso di anka bet fa woho ben 🤣🤣🤣🤣,negative,"['kwaku', 'anokye', 'ampem', 'nso', 'di', 'anka', 'bet', 'fa', 'woho', 'ben', '🤣', '🤣', '🤣', '🤣']","['kwaku', 'anokye', 'ampem', 'anka', 'bet', 'fa', 'woho', 'ben', '🤣', '🤣', '🤣', '🤣']"
nana nso de anka bet fa woho bn eeei koo bibini,negative,"['nana', 'nso', 'de', 'anka', 'bet', 'fa', 'woho', 'bn', 'eeei', 'koo', 'bibini']","['nana', 'anka', 'bet', 'fa', 'woho', 'bn', 'eeei', 'koo', 'bibini']"
me de sign player na weii mfa wo ho🌚,negative,"['me', 'de', 'sign', 'player', 'na', 'weii', 'mfa', 'wo', 'ho', '🌚']","['sign', 'player', 'weii', 'mfa', '🌚']"
coach foo baako nso nie 😂😂😂,negative,"['coach', 'foo', 'baako', 'nso', 'nie', '😂', '😂', '😂']","['coach', 'foo', 'baako', 'nie', '😂', '😂', '😂']"
ay ka wonna enemys get we ooooo ny nkwasiafo politicians yiaa anka alatafo nso y nipa,negative,"['ay', 'ka', 'wonna', 'enemys', 'get', 'we', 'ooooo', 'ny', 'nkwasiafo', 'politicians', 'yiaa', 'anka', 'alatafo', 'nso', 'y', 'nipa']","['ay', 'wonna', 'enemys', 'get', 'ooooo', 'ny', 'nkwasiafo', 'politicians', 'yiaa', 'anka', 'alatafo', 'nipa']"
sunday bia this tl is basabasa mongyae saa,negative,"['sunday', 'bia', 'this', 'tl', 'is', 'basabasa', 'mongyae', 'saa']","['sunday', 'bia', 'tl', 'basabasa', 'mongyae', 'saa']"
dn basaa nso nie,negative,"['dn', 'basaa', 'nso', 'nie']","['dn', 'basaa', 'nie']"
mɔ nhwɛ asem brofo mpo wɔ ntumi ntwerɛ na akan kasa na wɔ be su hu krakye pɛ koose bi di wae,negative,"['mɔ', 'nhwɛ', 'asem', 'brofo', 'mpo', 'wɔ', 'ntumi', 'ntwerɛ', 'na', 'akan', 'kasa', 'na', 'wɔ', 'be', 'su', 'hu', 'krakye', 'pɛ', 'koose', 'bi', 'di', 'wae']","['mɔ', 'nhwɛ', 'asem', 'brofo', 'mpo', 'ntumi', 'ntwerɛ', 'akan', 'kasa', 'su', 'hu', 'krakye', 'pɛ', 'koose', 'wae']"
arh dis girl fool paa o arh nuela o s whan yi,negative,"['arh', 'dis', 'girl', 'fool', 'paa', 'o', 'arh', 'nuela', 'o', 's', 'whan', 'yi']","['arh', 'dis', 'girl', 'fool', 'paa', 'arh', 'nuela', 'whan', 'yi']"
raphinha na ne ho aba dwa saa no,negative,"['raphinha', 'na', 'ne', 'ho', 'aba', 'dwa', 'saa', 'no']","['raphinha', 'aba', 'dwa', 'saa']"
eihhhh y wia mu ama presec o,negative,"['eihhhh', 'y', 'wia', 'mu', 'ama', 'presec', 'o']","['eihhhh', 'wia', 'ama', 'presec']"
massa gyae gyimie no na wo nsua,negative,"['massa', 'gyae', 'gyimie', 'no', 'na', 'wo', 'nsua']","['massa', 'gyae', 'gyimie', 'nsua']"
wude france tua tua ya so😂,negative,"['wude', 'france', 'tua', 'tua', 'ya', 'so', '😂']","['wude', 'france', 'tua', 'tua', 'ya', '😂']"
wonni sika aa 🤥 wose moo 🍚 nmee ahiafoc ne nkwasia keka,negative,"['wonni', 'sika', 'aa', '🤥', 'wose', 'moo', '🍚', 'nmee', 'ahiafoc', 'ne', 'nkwasia', 'keka']","['wonni', 'sika', '🤥', 'wose', 'moo', '🍚', 'nmee', 'ahiafoc', 'nkwasia', 'keka']"
wagyae hwɛ nyɛ saa coach no onnim nyansa,negative,"['wagyae', 'hwɛ', 'nyɛ', 'saa', 'coach', 'no', 'onnim', 'nyansa']","['wagyae', 'hwɛ', 'nyɛ', 'saa', 'coach', 'onnim', 'nyansa']"
nyame b tua wo ka piii,negative,"['nyame', 'b', 'tua', 'wo', 'ka', 'piii']","['nyame', 'b', 'tua', 'piii']"
mmaa bi y forken papa😒,negative,"['mmaa', 'bi', 'y', 'forken', 'papa', '😒']","['mmaa', 'forken', 'papa', '😒']"
wote ejisu pe light masa fa won dede da na ahodwonhyiaeso nyinaa aye sum 🤣🤣😂🤣,negative,"['wote', 'ejisu', 'pe', 'light', 'masa', 'fa', 'won', 'dede', 'da', 'na', 'ahodwonhyiaeso', 'nyinaa', 'aye', 'sum', '🤣', '🤣', '😂', '🤣']","['wote', 'ejisu', 'pe', 'light', 'masa', 'fa', 'dede', 'ahodwonhyiaeso', 'nyinaa', 'aye', 'sum', '🤣', '🤣', '😂', '🤣']"
ama ghana nti ɔman yi ɛbɛ yɛ yie ni🤔,negative,"['ama', 'ghana', 'nti', 'ɔman', 'yi', 'ɛbɛ', 'yɛ', 'yie', 'ni', '🤔']","['ama', 'ghana', 'nti', 'ɔman', 'yi', 'ɛbɛ', 'yie', '🤔']"
gyama bella yi cyale😏,negative,"['gyama', 'bella', 'yi', 'cyale', '😏']","['gyama', 'bella', 'yi', 'cyale', '😏']"
😂😂🤣😂🤣🤣herrrhh efiefoc ynku na yasei wo kwa,negative,"['😂', '😂', '🤣', '😂', '🤣', '🤣', 'herrrhh', 'efiefoc', 'ynku', 'na', 'yasei', 'wo', 'kwa']","['😂', '😂', '🤣', '😂', '🤣', '🤣', 'herrrhh', 'efiefoc', 'ynku', 'yasei', 'kwa']"
nti ynka ho bi anaa☹️,negative,"['nti', 'ynka', 'ho', 'bi', 'anaa', '☹', '️']","['nti', 'ynka', 'anaa', '☹', '️']"
he is stupid wobkum trom na woadware sasaduro de gyae ma onfa ne mosuo nk,negative,"['he', 'is', 'stupid', 'wobkum', 'trom', 'na', 'woadware', 'sasaduro', 'de', 'gyae', 'ma', 'onfa', 'ne', 'mosuo', 'nk']","['stupid', 'wobkum', 'trom', 'woadware', 'sasaduro', 'gyae', 'onfa', 'mosuo', 'nk']"
wo y gyimiifo woatsi,negative,"['wo', 'y', 'gyimiifo', 'woatsi']","['gyimiifo', 'woatsi']"
this thing is getting out of hands ghanafoɔ brofo nnyɛ wei diɛ obiaa bɛko bi,negative,"['this', 'thing', 'is', 'getting', 'out', 'of', 'hands', 'ghanafoɔ', 'brofo', 'nnyɛ', 'wei', 'diɛ', 'obiaa', 'bɛko', 'bi']","['thing', 'getting', 'hands', 'ghanafoɔ', 'brofo', 'nnyɛ', 'wei', 'diɛ', 'obiaa', 'bɛko']"
na portfolio maximization fa hajia bintu ho bɛn pls and pls,negative,"['na', 'portfolio', 'maximization', 'fa', 'hajia', 'bintu', 'ho', 'bɛn', 'pls', 'and', 'pls']","['portfolio', 'maximization', 'fa', 'hajia', 'bintu', 'bɛn', 'pls', 'pls']"
mo guy guy nyinaa mo hy fake wrc kwesi arthur,negative,"['mo', 'guy', 'guy', 'nyinaa', 'mo', 'hy', 'fake', 'wrc', 'kwesi', 'arthur']","['guy', 'guy', 'nyinaa', 'hy', 'fake', 'wrc', 'kwesi', 'arthur']"
ei asi enti min ka ho bi,negative,"['ei', 'asi', 'enti', 'min', 'ka', 'ho', 'bi']","['ei', 'asi', 'enti', 'min']"
propaganda nti nipa ni ahutɔ brofu nu nyɛ mi dɛ,negative,"['propaganda', 'nti', 'nipa', 'ni', 'ahutɔ', 'brofu', 'nu', 'nyɛ', 'mi', 'dɛ']","['propaganda', 'nti', 'nipa', 'ahutɔ', 'brofu', 'nu', 'nyɛ', 'mi', 'dɛ']"
masa masa wo brofo kroaa ny buh u wan create fake account😂,negative,"['masa', 'masa', 'wo', 'brofo', 'kroaa', 'ny', 'buh', 'u', 'wan', 'create', 'fake', 'account', '😂']","['masa', 'masa', 'brofo', 'kroaa', 'ny', 'buh', 'u', 'wan', 'create', 'fake', 'account', '😂']"
ghana de yy ahushish dodo yare wei nso bi aba ghana ei😭💔,negative,"['ghana', 'de', 'yy', 'ahushish', 'dodo', 'yare', 'wei', 'nso', 'bi', 'aba', 'ghana', 'ei', '😭', '💔']","['ghana', 'yy', 'ahushish', 'dodo', 'yare', 'wei', 'aba', 'ghana', 'ei', '😭', '💔']"
masa ɛyɛ agoro gyae yooo jude too whats up small jogging too he ghost,negative,"['masa', 'ɛyɛ', 'agoro', 'gyae', 'yooo', 'jude', 'too', 'whats', 'up', 'small', 'jogging', 'too', 'he', 'ghost']","['masa', 'ɛyɛ', 'agoro', 'gyae', 'yooo', 'jude', 'whats', 'small', 'jogging', 'ghost']"
fa wo gyimii k trumu trumu de fa ghanafo ho bn jon fa k wo krom kenya hon more fire nsmhunu sei de we hate it in ghana let him know,negative,"['fa', 'wo', 'gyimii', 'k', 'trumu', 'trumu', 'de', 'fa', 'ghanafo', 'ho', 'bn', 'jon', 'fa', 'k', 'wo', 'krom', 'kenya', 'hon', 'more', 'fire', 'nsmhunu', 'sei', 'de', 'we', 'hate', 'it', 'in', 'ghana', 'let', 'him', 'know']","['fa', 'gyimii', 'k', 'trumu', 'trumu', 'fa', 'ghanafo', 'bn', 'jon', 'fa', 'k', 'krom', 'kenya', 'hon', 'fire', 'nsmhunu', 'sei', 'hate', 'ghana', 'let', 'know']"
sister million ne master bedroom wowie aa wasanso aka nkwaseasm oh ghana nka asm no w ahenfie nanim nyinaa ahonhono,negative,"['sister', 'million', 'ne', 'master', 'bedroom', 'wowie', 'aa', 'wasanso', 'aka', 'nkwaseasm', 'oh', 'ghana', 'nka', 'asm', 'no', 'w', 'ahenfie', 'nanim', 'nyinaa', 'ahonhono']","['sister', 'million', 'master', 'bedroom', 'wowie', 'wasanso', 'aka', 'nkwaseasm', 'oh', 'ghana', 'nka', 'asm', 'w', 'ahenfie', 'nanim', 'nyinaa', 'ahonhono']"
ama de asem beba o,negative,"['ama', 'de', 'asem', 'beba', 'o']","['ama', 'asem', 'beba']"
ma y confuse ooh,negative,"['ma', 'y', 'confuse', 'ooh']","['confuse', 'ooh']"
eii na me what ado 🤦🏽‍♂️😭😭,negative,"['eii', 'na', 'me', 'what', 'ado', '🤦', '🏽', '\u200d', '♂', '️', '😭', '😭']","['eii', 'ado', '🤦', '🏽', '\u200d', '♂', '️', '😭', '😭']"
wo ni ani 👀 ong 😏😏,negative,"['wo', 'ni', 'ani', '👀', 'ong', '😏', '😏']","['ani', '👀', 'ong', '😏', '😏']"
na kuro wei koraa de s nipa s ndwee oo menhunuu oooo,negative,"['na', 'kuro', 'wei', 'koraa', 'de', 's', 'nipa', 's', 'ndwee', 'oo', 'menhunuu', 'oooo']","['kuro', 'wei', 'koraa', 'nipa', 'ndwee', 'oo', 'menhunuu', 'oooo']"
ahiafoɔ dating deɛ ntɔkwa hunu ne dede no dɔɔso dodo wo girl bisa wo cedis kraa na wadwa ɛna wopɛ sika dodo ɛna wonyɛ wife material sika aboa na edi wahu sɛ kraman atɔ wig da😹😹😹,negative,"['ahiafoɔ', 'dating', 'deɛ', 'ntɔkwa', 'hunu', 'ne', 'dede', 'no', 'dɔɔso', 'dodo', 'wo', 'girl', 'bisa', 'wo', 'cedis', 'kraa', 'na', 'wadwa', 'ɛna', 'wopɛ', 'sika', 'dodo', 'ɛna', 'wonyɛ', 'wife', 'material', 'sika', 'aboa', 'na', 'edi', 'wahu', 'sɛ', 'kraman', 'atɔ', 'wig', 'da', '😹', '😹', '😹']","['ahiafoɔ', 'dating', 'deɛ', 'ntɔkwa', 'hunu', 'dede', 'dɔɔso', 'dodo', 'girl', 'bisa', 'cedis', 'kraa', 'wadwa', 'ɛna', 'wopɛ', 'sika', 'dodo', 'ɛna', 'wonyɛ', 'wife', 'material', 'sika', 'aboa', 'edi', 'wahu', 'sɛ', 'kraman', 'atɔ', 'wig', '😹', '😹', '😹']"
hwɛ olé ne gyimie bi sɛweve been the most consistent team in the last few months lol man wɛi paaa hm,negative,"['hwɛ', 'olé', 'ne', 'gyimie', 'bi', 'sɛweve', 'been', 'the', 'most', 'consistent', 'team', 'in', 'the', 'last', 'few', 'months', 'lol', 'man', 'wɛi', 'paaa', 'hm']","['hwɛ', 'olé', 'gyimie', 'sɛweve', 'consistent', 'team', 'last', 'months', 'lol', 'man', 'wɛi', 'paaa', 'hm']"
ring koraa yedi na header madi wo awie 😂,negative,"['ring', 'koraa', 'yedi', 'na', 'header', 'madi', 'wo', 'awie', '😂']","['ring', 'koraa', 'yedi', 'header', 'madi', 'awie', '😂']"
ashawo season fo nyinaa y mmoa 💀🚶🏾‍♂️,negative,"['ashawo', 'season', 'fo', 'nyinaa', 'y', 'mmoa', '💀', '🚶', '🏾', '\u200d', '♂', '️']","['ashawo', 'season', 'fo', 'nyinaa', 'mmoa', '💀', '🚶', '🏾', '\u200d', '♂', '️']"
sbe sbe na nananom agyimi anaa🤣🤣,negative,"['sbe', 'sbe', 'na', 'nananom', 'agyimi', 'anaa', '🤣', '🤣']","['sbe', 'sbe', 'nananom', 'agyimi', 'anaa', '🤣', '🤣']"
hmmm me ho kraa adwiri me,negative,"['hmmm', 'me', 'ho', 'kraa', 'adwiri', 'me']","['hmmm', 'kraa', 'adwiri']"
😩😩😩😩😩me team no agu oooo,negative,"['😩', '😩', '😩', '😩', '😩', 'me', 'team', 'no', 'agu', 'oooo']","['😩', '😩', '😩', '😩', '😩', 'team', 'agu', 'oooo']"
obi nse kofi taylor s ne gyimie nu ka sn,negative,"['obi', 'nse', 'kofi', 'taylor', 's', 'ne', 'gyimie', 'nu', 'ka', 'sn']","['obi', 'nse', 'kofi', 'taylor', 'gyimie', 'nu', 'sn']"
everyday u dey tweet ashawo season ashawo season nso wogye sika firi wo maame hc na to collectionjon boy😂😂😂,negative,"['everyday', 'u', 'dey', 'tweet', 'ashawo', 'season', 'ashawo', 'season', 'nso', 'wogye', 'sika', 'firi', 'wo', 'maame', 'hc', 'na', 'to', 'collectionjon', 'boy', '😂', '😂', '😂']","['everyday', 'u', 'dey', 'tweet', 'ashawo', 'season', 'ashawo', 'season', 'wogye', 'sika', 'firi', 'maame', 'hc', 'collectionjon', 'boy', '😂', '😂', '😂']"
enfa na gyai months vibing kraa fall water inside na days p,negative,"['enfa', 'na', 'gyai', 'months', 'vibing', 'kraa', 'fall', 'water', 'inside', 'na', 'days', 'p']","['enfa', 'gyai', 'months', 'vibing', 'kraa', 'fall', 'water', 'inside', 'days', 'p']"
fo nso wɔasã paa o won win match no na wɔ ntwe points gap no mu a woelose weekend yi nsɛ wobehyia fo no wobohu paa dɛ chance no kɔ,negative,"['fo', 'nso', 'wɔasã', 'paa', 'o', 'won', 'win', 'match', 'no', 'na', 'wɔ', 'ntwe', 'points', 'gap', 'no', 'mu', 'a', 'woelose', 'weekend', 'yi', 'nsɛ', 'wobehyia', 'fo', 'no', 'wobohu', 'paa', 'dɛ', 'chance', 'no', 'kɔ']","['fo', 'wɔasã', 'paa', 'win', 'match', 'ntwe', 'points', 'gap', 'woelose', 'weekend', 'yi', 'nsɛ', 'wobehyia', 'fo', 'wobohu', 'paa', 'dɛ', 'chance']"
nyame b tua wo ka piii,negative,"['nyame', 'b', 'tua', 'wo', 'ka', 'piii']","['nyame', 'b', 'tua', 'piii']"
lol barca dey suffer but juventus dea eii team na asa saa no,negative,"['lol', 'barca', 'dey', 'suffer', 'but', 'juventus', 'dea', 'eii', 'team', 'na', 'asa', 'saa', 'no']","['lol', 'barca', 'dey', 'suffer', 'juventus', 'dea', 'eii', 'team', 'asa', 'saa']"
papa no wabɔn o,negative,"['papa', 'no', 'wabɔn', 'o']","['papa', 'wabɔn']"
na den nkwaasm so ni,negative,"['na', 'den', 'nkwaasm', 'so', 'ni']","['den', 'nkwaasm']"
wei de dumsor paa oooo nanso wo ne hwan ko ka s okomfo se kooo,negative,"['wei', 'de', 'dumsor', 'paa', 'oooo', 'nanso', 'wo', 'ne', 'hwan', 'ko', 'ka', 's', 'okomfo', 'se', 'kooo']","['wei', 'dumsor', 'paa', 'oooo', 'nanso', 'hwan', 'ko', 'okomfo', 'kooo']"
awurade aka me gh p w me momo onti yy ne dn😔,negative,"['awurade', 'aka', 'me', 'gh', 'p', 'w', 'me', 'momo', 'onti', 'yy', 'ne', 'dn', '😔']","['awurade', 'aka', 'gh', 'p', 'w', 'momo', 'onti', 'yy', 'dn', '😔']"
u ankasa u conf meditant rydee u sanna seh abi sm abi wo ni twem😁😎,negative,"['u', 'ankasa', 'u', 'conf', 'meditant', 'rydee', 'u', 'sanna', 'seh', 'abi', 'sm', 'abi', 'wo', 'ni', 'twem', '😁', '😎']","['u', 'ankasa', 'u', 'conf', 'meditant', 'rydee', 'u', 'sanna', 'seh', 'abi', 'sm', 'abi', 'twem', '😁', '😎']"
name like joe wise dierr anka gyimie fa wo hu bɛn i,negative,"['name', 'like', 'joe', 'wise', 'dierr', 'anka', 'gyimie', 'fa', 'wo', 'hu', 'bɛn', 'i']","['name', 'like', 'joe', 'wise', 'dierr', 'anka', 'gyimie', 'fa', 'hu', 'bɛn']"
gyama wa fa bi ohn,negative,"['gyama', 'wa', 'fa', 'bi', 'ohn']","['gyama', 'wa', 'fa', 'ohn']"
so norr we go do akyemmafia,negative,"['so', 'norr', 'we', 'go', 'do', 'akyemmafia']","['norr', 'go', 'akyemmafia']"
ni hu bi mtwee 😏,negative,"['ni', 'hu', 'bi', 'mtwee', '😏']","['hu', 'mtwee', '😏']"
yaa pono will go and shoot video for the diss song p wagyimi saa wo ka kyer bronii koraa a ngye nni😂😂 herh boys fool😂😂😂💔💔,negative,"['yaa', 'pono', 'will', 'go', 'and', 'shoot', 'video', 'for', 'the', 'diss', 'song', 'p', 'wagyimi', 'saa', 'wo', 'ka', 'kyer', 'bronii', 'koraa', 'a', 'ngye', 'nni', '😂', '😂', 'herh', 'boys', 'fool', '😂', '😂', '😂', '💔', '💔']","['yaa', 'pono', 'go', 'shoot', 'video', 'diss', 'song', 'p', 'wagyimi', 'saa', 'kyer', 'bronii', 'koraa', 'ngye', 'nni', '😂', '😂', 'herh', 'boys', 'fool', '😂', '😂', '😂', '💔', '💔']"
accra traffic 🤦🏿‍♂️ kɔm kraa de me 🥺,negative,"['accra', 'traffic', '🤦', '🏿', '\u200d', '♂', '️', 'kɔm', 'kraa', 'de', 'me', '🥺']","['accra', 'traffic', '🤦', '🏿', '\u200d', '♂', '️', 'kɔm', 'kraa', '🥺']"
eiii matilda meho koraa adwiri me,negative,"['eiii', 'matilda', 'meho', 'koraa', 'adwiri', 'me']","['eiii', 'matilda', 'meho', 'koraa', 'adwiri']"
this politicians no bi serious kooraa hmmmm,negative,"['this', 'politicians', 'no', 'bi', 'serious', 'kooraa', 'hmmmm']","['politicians', 'serious', 'kooraa', 'hmmmm']"
yabc ka papa eei meyam kraa ahye me,negative,"['yabc', 'ka', 'papa', 'eei', 'meyam', 'kraa', 'ahye', 'me']","['yabc', 'papa', 'eei', 'meyam', 'kraa', 'ahye']"
you can never face me in the game na wato wo nsa menyɛ gay sɛ mɛ di wɛkyi nka mɛfo mpa me mmoa ɛfiri nyame wɔ oo ahba kɔ do wishi dɛ ɛyɛ akroma 😎⛈️⛈️⛈️,negative,"['you', 'can', 'never', 'face', 'me', 'in', 'the', 'game', 'na', 'wato', 'wo', 'nsa', 'menyɛ', 'gay', 'sɛ', 'mɛ', 'di', 'wɛkyi', 'nka', 'mɛfo', 'mpa', 'me', 'mmoa', 'ɛfiri', 'nyame', 'wɔ', 'oo', 'ahba', 'kɔ', 'do', 'wishi', 'dɛ', 'ɛyɛ', 'akroma', '😎', '⛈', '️', '⛈', '️', '⛈', '️']","['never', 'face', 'game', 'wato', 'nsa', 'menyɛ', 'gay', 'sɛ', 'mɛ', 'wɛkyi', 'nka', 'mɛfo', 'mpa', 'mmoa', 'ɛfiri', 'nyame', 'oo', 'ahba', 'wishi', 'dɛ', 'ɛyɛ', 'akroma', '😎', '⛈', '️', '⛈', '️', '⛈', '️']"
gyae na enfa nyame kyiri gyimie bra,negative,"['gyae', 'na', 'enfa', 'nyame', 'kyiri', 'gyimie', 'bra']","['gyae', 'enfa', 'nyame', 'kyiri', 'gyimie', 'bra']"
mmaa bi get heart ooo eii,negative,"['mmaa', 'bi', 'get', 'heart', 'ooo', 'eii']","['mmaa', 'get', 'heart', 'ooo', 'eii']"
ready sika y d ooo p sika na gyae gym fo no 😂😂😂😂,negative,"['ready', 'sika', 'y', 'd', 'ooo', 'p', 'sika', 'na', 'gyae', 'gym', 'fo', 'no', '😂', '😂', '😂', '😂']","['ready', 'sika', 'ooo', 'p', 'sika', 'gyae', 'gym', 'fo', '😂', '😂', '😂', '😂']"
masa masa eno bi your matter go and sit down koraaa,negative,"['masa', 'masa', 'eno', 'bi', 'your', 'matter', 'go', 'and', 'sit', 'down', 'koraaa']","['masa', 'masa', 'eno', 'matter', 'go', 'sit', 'koraaa']"
naa herh my head dey pain me fokn,negative,"['naa', 'herh', 'my', 'head', 'dey', 'pain', 'me', 'fokn']","['naa', 'herh', 'head', 'dey', 'pain', 'fokn']"
yɛreyɛ ɔsom kɛseɛ anadwo yi nbs break n loose by morning na lipool get abt injuries 🤧,negative,"['yɛreyɛ', 'ɔsom', 'kɛseɛ', 'anadwo', 'yi', 'nbs', 'break', 'n', 'loose', 'by', 'morning', 'na', 'lipool', 'get', 'abt', 'injuries', '🤧']","['yɛreyɛ', 'ɔsom', 'kɛseɛ', 'anadwo', 'yi', 'nbs', 'break', 'n', 'loose', 'morning', 'lipool', 'get', 'abt', 'injuries', '🤧']"
wonni sika aa wasɛm ɛɛya o,negative,"['wonni', 'sika', 'aa', 'wasɛm', 'ɛɛya', 'o']","['wonni', 'sika', 'wasɛm', 'ɛɛya']"
see pep ein bwoy akoayi asa,negative,"['see', 'pep', 'ein', 'bwoy', 'akoayi', 'asa']","['see', 'pep', 'ein', 'bwoy', 'akoayi', 'asa']"
arh kofi nti team wei yɛ supporti,negative,"['arh', 'kofi', 'nti', 'team', 'wei', 'yɛ', 'supporti']","['arh', 'kofi', 'nti', 'team', 'wei', 'supporti']"
ei breda aden u get problem plus am anaa😃😃,negative,"['ei', 'breda', 'aden', 'u', 'get', 'problem', 'plus', 'am', 'anaa', '😃', '😃']","['ei', 'breda', 'aden', 'u', 'get', 'problem', 'plus', 'anaa', '😃', '😃']"
papa relax na omo p sentiments dodoadn wontumi sports nu ny hw bi anaa nti s nana yaw amponsah asem ba wontumi crew entumi ka hu asem anaa,negative,"['papa', 'relax', 'na', 'omo', 'p', 'sentiments', 'dodoadn', 'wontumi', 'sports', 'nu', 'ny', 'hw', 'bi', 'anaa', 'nti', 's', 'nana', 'yaw', 'amponsah', 'asem', 'ba', 'wontumi', 'crew', 'entumi', 'ka', 'hu', 'asem', 'anaa']","['papa', 'relax', 'omo', 'p', 'sentiments', 'dodoadn', 'wontumi', 'sports', 'nu', 'ny', 'hw', 'anaa', 'nti', 'nana', 'yaw', 'amponsah', 'asem', 'wontumi', 'crew', 'entumi', 'hu', 'asem', 'anaa']"
seisei de reverend father nso de ne ho agye mu bi ooo h ewiase ehu oooo,negative,"['seisei', 'de', 'reverend', 'father', 'nso', 'de', 'ne', 'ho', 'agye', 'mu', 'bi', 'ooo', 'h', 'ewiase', 'ehu', 'oooo']","['seisei', 'reverend', 'father', 'agye', 'ooo', 'h', 'ewiase', 'ehu', 'oooo']"
why you bi sakawa boy anaa,negative,"['why', 'you', 'bi', 'sakawa', 'boy', 'anaa']","['sakawa', 'boy', 'anaa']"
wakaso ne gyimiee oh daabi,negative,"['wakaso', 'ne', 'gyimiee', 'oh', 'daabi']","['wakaso', 'gyimiee', 'oh', 'daabi']"
ei nti ebe yer yie ni 😭,negative,"['ei', 'nti', 'ebe', 'yer', 'yie', 'ni', '😭']","['ei', 'nti', 'ebe', 'yer', 'yie', '😭']"
eiiiii adwen bne nkoaaa,negative,"['eiiiii', 'adwen', 'bne', 'nkoaaa']","['eiiiii', 'adwen', 'bne', 'nkoaaa']"
no e bite me😂😂😂👊aboa,negative,"['no', 'e', 'bite', 'me', '😂', '😂', '😂', '👊', 'aboa']","['e', 'bite', '😂', '😂', '😂', '👊', 'aboa']"
nana nso ɔpɛ kasa oooo,negative,"['nana', 'nso', 'ɔpɛ', 'kasa', 'oooo']","['nana', 'ɔpɛ', 'kasa', 'oooo']"
sia😂😂 mede sɛ wo,negative,"['sia', '😂', '😂', 'mede', 'sɛ', 'wo']","['sia', '😂', '😂', 'mede', 'sɛ']"
hei gyai nkurasisem nu na coachella noe be hit gyimiii u dey understand hit song u people di everyday biaaa na mu de gyimie nnu su nam mu saaaaa 🤣🤣🤣,negative,"['hei', 'gyai', 'nkurasisem', 'nu', 'na', 'coachella', 'noe', 'be', 'hit', 'gyimiii', 'u', 'dey', 'understand', 'hit', 'song', 'u', 'people', 'di', 'everyday', 'biaaa', 'na', 'mu', 'de', 'gyimie', 'nnu', 'su', 'nam', 'mu', 'saaaaa', '🤣', '🤣', '🤣']","['hei', 'gyai', 'nkurasisem', 'nu', 'coachella', 'noe', 'hit', 'gyimiii', 'u', 'dey', 'understand', 'hit', 'song', 'u', 'people', 'everyday', 'biaaa', 'gyimie', 'nnu', 'su', 'nam', 'saaaaa', '🤣', '🤣', '🤣']"
anka fathers day yi na moagye me baako but no mo de nsm hunu nkoaa smh,negative,"['anka', 'fathers', 'day', 'yi', 'na', 'moagye', 'me', 'baako', 'but', 'no', 'mo', 'de', 'nsm', 'hunu', 'nkoaa', 'smh']","['anka', 'fathers', 'day', 'yi', 'moagye', 'baako', 'nsm', 'hunu', 'nkoaa', 'smh']"
obi adey nye me fe,negative,"['obi', 'adey', 'nye', 'me', 'fe']","['obi', 'adey', 'nye', 'fe']"
gyimie saa na afe aso,negative,"['gyimie', 'saa', 'na', 'afe', 'aso']","['gyimie', 'saa', 'afe', 'aso']"
adwaman nti wo nni ahotɔ 🤣🤣🤣,negative,"['adwaman', 'nti', 'wo', 'nni', 'ahotɔ', '🤣', '🤣', '🤣']","['adwaman', 'nti', 'nni', 'ahotɔ', '🤣', '🤣', '🤣']"
dada nni suban baako sei mpo,negative,"['dada', 'nni', 'suban', 'baako', 'sei', 'mpo']","['dada', 'nni', 'suban', 'baako', 'sei', 'mpo']"
s awia bc na gob wura no baa na ato gyimii j j roussou,negative,"['s', 'awia', 'bc', 'na', 'gob', 'wura', 'no', 'baa', 'na', 'ato', 'gyimii', 'j', 'j', 'roussou']","['awia', 'bc', 'gob', 'wura', 'baa', 'ato', 'gyimii', 'j', 'j', 'roussou']"
honkyei mensah de suame development efa no ho ben,negative,"['honkyei', 'mensah', 'de', 'suame', 'development', 'efa', 'no', 'ho', 'ben']","['honkyei', 'mensah', 'suame', 'development', 'efa', 'ben']"
wabdam nso aka hoo,negative,"['wabdam', 'nso', 'aka', 'hoo']","['wabdam', 'aka', 'hoo']"
kofi common caesar salad nso wonnim ei 😂😂😂,negative,"['kofi', 'common', 'caesar', 'salad', 'nso', 'wonnim', 'ei', '😂', '😂', '😂']","['kofi', 'common', 'caesar', 'salad', 'wonnim', 'ei', '😂', '😂', '😂']"
yɛte sika so nso ɛkom de yɛn hmmm talk is cheap indeed,negative,"['yɛte', 'sika', 'so', 'nso', 'ɛkom', 'de', 'yɛn', 'hmmm', 'talk', 'is', 'cheap', 'indeed']","['yɛte', 'sika', 'ɛkom', 'hmmm', 'talk', 'cheap', 'indeed']"
chelsea fans ne gyemii,negative,"['chelsea', 'fans', 'ne', 'gyemii']","['chelsea', 'fans', 'gyemii']"
wo gyimie s mre wate nkwaseasm sei,negative,"['wo', 'gyimie', 's', 'mre', 'wate', 'nkwaseasm', 'sei']","['gyimie', 'mre', 'wate', 'nkwaseasm', 'sei']"
